id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
8234,8,0,6,1,1,0,0,1,0,0,0,0,0,1,0,0
8235,9,2,0,0,5,0,20,1,0,3,2,0,0,14,0,0
8236,3,3,6,1,0,19,0,2,1,5,0,0,3,7,1,1
8237,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1
8238,0,2,76,1,0,0,0,0,0,2,0,0,0,8,0,0
8239,9,2,5,0,1,1,4,3,2,3,0,1,0,3,0,0
8240,0,0,0,0,0,2,2,2,0,0,0,0,0,2,1,1
8241,5,0,3,0,1,37,0,1,8,1,1,5,1,7,2,0
8242,4,0,16,0,0,12,0,0,0,0,0,1,3,3,4,0
8243,3,0,3,0,1,2,0,0,0,7,2,21,0,0,3,0
8244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8245,0,1,1,2,0,1,0,5,0,0,0,0,0,1,0,0
8246,1,0,6,1,0,0,3,4,2,5,3,0,1,3,3,0
8247,0,1,14,20,2,4,1,2,1,1,0,0,1,6,4,0
8248,2,0,1,1,1,3,0,0,6,6,1,2,22,20,1,1
8249,2,0,5,0,3,1,0,1,0,0,0,0,0,9,1,1
8250,6,5,4,2,0,1,10,4,1,1,0,0,1,15,1,0
8251,4,0,12,0,4,0,0,1,0,8,5,0,0,6,0,1
8252,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1
8253,0,2,5,1,1,0,0,0,3,2,0,0,0,10,0,0
8254,2,0,0,0,0,0,0,0,1,2,0,0,0,4,0,0
8255,0,0,3,1,0,1,0,0,0,6,2,1,1,34,15,1
8256,0,0,0,0,0,1,0,0,3,0,1,0,0,8,0,0
8257,4,9,11,1,0,0,0,0,6,3,0,1,3,0,3,1
8258,0,8,2,0,1,0,1,0,0,0,0,0,2,0,0,0
8259,3,5,0,0,3,3,11,0,1,0,1,0,0,14,2,0
8260,1,0,0,1,1,0,0,0,1,2,2,0,1,11,2,0
8261,3,0,2,3,1,29,0,0,1,7,6,0,1,2,2,1
8262,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
8263,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1
8264,0,2,1,0,0,0,0,1,1,5,7,0,1,4,2,1
8265,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0
8266,0,0,4,0,1,0,0,2,13,0,6,0,0,7,2,1
8267,0,1,1,0,0,5,0,1,0,8,0,0,0,2,4,1
8268,3,0,4,0,1,0,0,0,0,0,2,1,1,0,0,1
8269,3,0,12,1,2,4,1,4,0,5,1,0,1,1,1,0
8270,10,1,5,1,1,4,2,2,0,2,0,0,1,0,6,0
8271,4,2,0,0,0,0,1,0,1,3,0,0,0,1,0,0
8272,1,20,0,0,1,6,0,0,0,7,0,0,0,1,0,1
8273,0,5,42,1,0,0,0,0,2,0,1,0,0,0,0,0
8274,1,19,3,1,0,1,0,1,0,1,3,7,1,26,0,1
8275,0,0,7,0,0,0,0,0,0,0,1,0,0,2,2,1
8276,3,0,6,1,0,0,0,0,2,0,0,0,0,15,0,1
8277,3,0,3,0,3,19,0,2,0,4,0,4,0,6,17,0
8278,0,2,8,0,0,3,0,1,1,2,0,0,0,6,1,0
8279,3,0,9,0,0,1,0,0,2,0,1,0,1,4,2,0
8280,2,2,8,0,0,1,1,0,0,1,0,0,0,1,1,0
8281,3,1,2,0,2,0,9,0,1,0,6,0,0,5,0,0
8282,3,0,11,0,4,1,4,10,2,1,0,0,0,0,0,0
8283,28,2,8,1,1,1,0,0,0,0,0,0,0,1,1,0
8284,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
8285,7,0,0,0,0,0,1,0,0,3,3,0,0,1,0,0
8286,1,0,0,0,0,0,0,1,0,1,2,0,0,10,0,1
8287,2,0,2,2,0,0,0,1,3,0,2,0,0,0,0,1
8288,4,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1
8289,1,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0
8290,20,0,1,0,1,1,0,0,0,4,4,0,0,2,2,1
8291,2,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0
8292,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
8293,1,0,6,1,10,0,1,0,0,3,2,1,0,21,3,1
8294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8295,1,0,0,0,0,0,0,1,0,1,0,0,0,11,0,1
8296,1,1,7,3,9,18,0,4,1,0,1,1,1,2,1,0
8297,2,0,0,0,1,2,0,0,1,0,0,0,0,8,1,1
8298,0,0,3,0,0,1,0,0,0,3,0,1,0,4,0,0
8299,0,0,0,1,1,0,0,0,0,0,1,0,1,4,0,0
8300,3,2,3,0,0,3,1,0,0,2,0,1,0,0,1,0
8301,7,1,4,2,0,1,21,0,0,0,0,0,0,0,0,0
8302,0,3,7,0,6,0,1,9,0,3,1,0,1,22,2,0
8303,11,1,0,2,0,0,3,2,0,5,0,2,0,3,0,1
8304,0,2,1,0,0,0,0,1,3,4,0,0,0,13,1,1
8305,3,0,10,0,0,2,2,1,1,0,0,0,0,0,2,0
8306,6,0,2,0,1,1,0,0,4,0,2,0,1,5,7,0
8307,7,0,0,0,1,0,0,0,4,12,0,0,0,0,0,1
8308,2,0,47,0,1,1,0,0,0,5,1,0,3,3,1,1
8309,0,0,16,2,1,0,1,0,1,0,0,1,2,7,2,1
8310,0,0,0,0,0,0,0,1,0,5,1,0,0,1,3,1
8311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8312,0,0,0,1,0,0,0,0,2,3,0,0,0,0,1,0
8313,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
8314,2,0,3,0,0,0,0,0,1,0,13,1,0,7,1,1
8315,0,0,7,0,2,0,0,0,0,6,0,4,0,30,0,1
8316,0,0,6,1,0,9,0,0,0,0,0,1,1,12,1,1
8317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8318,0,0,0,0,0,0,0,1,2,0,2,0,0,2,1,1
8319,7,5,0,0,0,2,0,1,0,0,0,1,1,7,0,0
8320,1,0,13,0,0,14,0,0,2,1,0,1,1,2,0,0
8321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
8322,0,2,4,0,0,9,0,0,0,6,6,0,0,0,1,0
8323,5,0,6,1,3,0,2,2,2,5,2,0,4,0,1,0
8324,6,3,11,0,3,1,0,0,2,0,0,0,0,0,2,0
8325,0,0,17,1,2,0,0,1,0,3,0,0,0,2,5,1
8326,2,1,10,0,0,0,0,0,0,2,0,2,0,1,0,0
8327,1,0,6,1,1,7,1,0,0,6,0,5,0,11,2,0
8328,0,0,1,0,0,42,0,0,0,6,5,8,26,10,0,0
8329,8,0,1,0,4,0,0,3,0,0,1,0,0,1,0,1
8330,4,22,8,1,1,0,2,1,1,4,1,1,1,0,2,0
8331,4,0,8,0,0,0,0,0,0,0,0,0,1,3,3,0
8332,3,0,1,0,2,0,0,0,0,0,0,0,0,28,3,1
8333,0,0,1,0,2,0,0,0,0,1,0,0,2,4,0,0
8334,3,12,2,0,0,0,3,2,6,3,1,1,1,5,1,0
8335,0,0,0,0,1,0,0,0,0,4,0,0,3,2,0,1
8336,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,1
8337,1,1,0,0,1,0,0,1,0,1,2,0,0,0,0,0
8338,1,0,11,0,0,1,0,0,0,4,1,2,1,5,3,1
8339,0,0,0,0,2,4,0,0,0,0,0,0,0,5,0,0
8340,3,0,5,0,3,0,0,0,0,1,0,0,0,0,0,1
8341,0,2,3,0,0,0,0,0,0,1,6,0,1,14,0,1
8342,0,2,2,1,0,0,1,0,0,6,0,2,0,14,0,0
8343,0,0,0,1,0,1,0,2,0,0,0,0,0,3,0,0
8344,1,4,4,0,0,1,1,0,0,2,0,0,0,36,1,0
8345,6,0,1,1,1,0,0,0,0,2,2,1,1,6,5,0
8346,3,1,1,1,0,16,0,0,8,0,10,0,0,5,4,0
8347,3,4,10,2,0,0,0,0,0,0,0,0,0,2,21,0
8348,2,4,7,0,2,2,0,0,1,2,6,1,0,3,2,0
8349,4,0,7,1,5,1,1,0,0,0,0,3,1,4,0,0
8350,2,6,3,0,6,28,0,0,0,5,5,0,0,13,0,1
8351,4,1,1,1,0,48,1,0,0,2,7,4,0,19,0,1
8352,0,1,7,0,12,0,1,0,11,8,0,0,0,4,6,1
8353,0,2,6,1,5,0,0,0,3,0,0,0,0,0,1,0
8354,0,3,11,0,0,0,0,0,1,0,0,0,1,5,1,1
8355,0,0,2,1,0,0,0,0,1,12,0,0,1,0,1,0
8356,0,0,9,0,0,0,0,2,0,4,0,0,0,0,0,1
8357,2,4,1,1,0,0,0,1,1,2,0,0,1,4,0,1
8358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8359,1,12,2,0,0,1,0,1,2,0,0,0,0,3,0,0
8360,0,6,0,0,0,1,0,0,0,0,0,0,0,4,0,0
8361,2,1,7,1,0,1,0,1,0,0,0,7,0,3,1,0
8362,0,2,0,0,0,0,1,1,2,2,0,0,0,4,0,0
8363,0,0,2,0,1,0,1,0,4,0,2,0,0,3,1,1
8364,1,0,1,0,3,10,0,0,0,1,0,0,1,2,1,0
8365,0,0,2,0,1,0,0,0,0,0,0,0,1,6,0,1
8366,3,0,14,2,0,0,0,0,0,3,0,0,1,2,0,0
8367,7,2,0,0,2,1,0,1,0,6,0,0,0,5,1,0
8368,2,0,3,0,0,0,0,0,0,7,0,0,2,0,0,1
8369,3,0,0,0,0,0,0,0,1,6,0,5,0,0,0,1
8370,6,0,1,0,5,0,0,0,0,7,2,2,0,12,1,0
8371,7,0,0,0,0,0,0,2,0,0,0,0,0,8,0,1
8372,0,1,0,0,3,3,0,0,0,0,2,2,1,6,0,1
8373,46,0,45,1,2,2,0,0,0,0,0,2,0,0,1,0
8374,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
8375,2,1,3,1,5,8,0,0,0,0,0,0,0,6,2,0
8376,2,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1
8377,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,1
8378,8,0,15,10,0,0,0,2,9,0,0,0,0,8,0,1
8379,0,14,4,0,0,0,0,0,1,0,0,0,1,5,0,1
8380,0,2,9,0,2,22,0,0,0,2,0,0,0,2,0,1
8381,6,0,2,0,1,2,0,0,0,0,3,5,0,2,1,0
8382,2,1,10,3,0,0,1,0,0,0,0,0,3,4,0,1
8383,3,2,2,1,1,0,0,2,1,2,0,1,1,2,0,1
8384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8385,4,0,3,2,0,8,0,0,0,3,2,0,0,3,0,0
8386,1,0,0,2,3,0,0,4,1,0,1,0,0,13,0,0
8387,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1
8388,0,1,0,0,2,0,0,0,0,30,0,0,0,2,0,0
8389,1,9,1,5,2,22,0,0,1,2,0,2,3,4,0,1
8390,0,0,0,1,1,0,2,0,6,5,3,0,0,3,1,1
8391,8,0,0,2,0,47,0,2,0,0,1,1,2,4,0,0
8392,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1
8393,1,8,10,1,3,10,1,0,0,2,1,0,0,4,2,0
8394,6,1,17,0,1,0,0,1,0,16,23,0,1,3,1,1
8395,9,0,8,0,1,0,0,0,1,1,0,1,0,12,2,1
8396,1,0,9,0,0,0,0,1,2,10,0,0,0,3,2,0
8397,1,2,1,3,9,5,0,0,3,1,2,0,1,0,0,0
8398,1,0,1,1,0,0,0,1,1,0,0,0,0,2,1,1
8399,1,4,5,0,8,35,0,1,1,1,2,0,4,0,0,0
8400,2,0,3,0,1,1,0,4,5,1,0,0,0,8,2,1
8401,0,10,38,1,0,1,0,4,1,2,0,2,1,11,3,0
8402,0,0,1,0,0,0,0,3,0,2,0,0,0,17,0,1
8403,0,1,0,1,0,7,1,0,4,2,0,0,1,6,4,0
8404,18,0,2,0,0,1,0,5,1,0,3,0,0,8,0,1
8405,2,0,56,8,28,0,14,1,1,3,1,1,0,50,2,0
8406,23,3,14,1,1,0,3,0,7,1,0,1,1,2,0,0
8407,0,3,8,1,5,1,0,1,1,19,0,1,0,2,3,0
8408,0,1,0,0,0,11,0,0,0,0,0,0,1,4,5,1
8409,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
8410,1,1,2,0,1,2,0,0,0,0,1,0,1,0,0,1
8411,4,3,4,2,0,2,0,1,0,2,0,0,3,2,0,0
8412,2,0,2,0,0,0,0,0,1,0,0,0,1,2,1,1
8413,5,3,12,1,4,3,0,0,17,7,0,1,0,1,1,0
8414,3,1,3,0,4,0,0,0,4,4,2,2,0,4,1,1
8415,6,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0
8416,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
8417,2,2,16,0,5,0,1,0,11,5,9,0,0,0,6,0
8418,0,0,4,0,0,2,0,2,0,0,3,0,0,8,3,1
8419,0,0,10,0,0,1,0,0,1,0,0,0,0,0,3,1
8420,9,0,0,0,13,8,0,15,1,0,0,0,1,48,2,0
8421,6,0,1,0,0,0,3,0,1,0,8,0,0,1,0,1
8422,1,1,1,0,3,0,0,2,21,5,1,0,0,10,2,1
8423,4,0,2,0,0,0,0,1,0,0,2,0,0,3,0,0
8424,2,1,14,0,0,0,1,1,1,2,0,0,1,3,0,1
8425,4,0,5,4,2,3,0,1,1,0,0,2,0,4,2,1
8426,6,5,1,3,1,1,2,0,0,10,0,2,0,4,5,1
8427,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
8428,4,0,1,0,0,0,1,0,2,0,0,0,1,3,1,0
8429,36,5,2,3,2,0,1,2,0,1,5,0,1,13,0,0
8430,1,1,2,0,0,0,0,0,33,7,0,9,0,4,0,1
8431,1,4,6,1,0,0,0,0,0,2,0,1,1,0,0,1
8432,1,3,0,1,0,0,0,0,0,2,0,0,1,10,2,1
8433,0,0,0,1,1,1,0,0,0,2,0,0,0,1,0,1
8434,1,0,10,1,1,0,0,0,1,1,0,0,0,0,1,1
8435,3,1,3,0,2,1,0,0,2,2,4,0,2,2,4,0
8436,9,1,4,0,1,18,0,0,1,3,1,0,0,1,3,1
8437,1,0,8,0,0,0,0,0,11,3,0,0,0,0,1,1
8438,4,0,6,1,3,1,2,0,0,1,0,0,0,12,0,0
8439,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1
8440,2,0,0,3,2,59,0,0,5,0,2,3,1,7,7,1
8441,6,2,1,0,16,0,0,3,0,10,1,1,2,3,0,0
8442,0,1,9,0,1,0,0,0,1,0,0,0,0,3,1,1
8443,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1
8444,2,15,6,0,9,102,4,0,0,1,7,0,0,13,0,1
8445,10,0,1,0,5,1,0,0,0,2,0,0,1,2,0,1
8446,2,0,3,0,0,0,0,1,2,0,3,0,0,2,5,0
8447,4,1,13,2,0,0,0,1,1,9,0,13,2,11,0,0
8448,1,3,9,0,0,0,7,2,1,1,2,7,2,1,7,0
8449,5,4,29,1,1,0,0,0,0,5,1,0,0,19,8,1
8450,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
8451,0,1,11,0,0,0,1,0,0,0,0,0,0,19,0,0
8452,0,1,5,0,7,0,0,0,0,0,0,0,0,16,3,1
8453,3,2,8,0,9,1,0,1,0,0,1,0,3,3,0,0
8454,3,20,3,1,1,3,0,0,2,5,0,0,0,19,1,0
8455,1,0,0,0,1,3,0,0,1,0,0,0,0,2,0,1
8456,0,1,10,1,1,0,0,2,2,0,0,0,0,0,0,0
8457,2,9,15,1,0,2,2,0,0,5,0,0,2,3,1,0
8458,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
8459,3,0,22,0,0,1,11,1,1,7,4,0,0,6,1,0
8460,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,1
8461,5,0,2,0,0,0,0,2,1,6,4,0,0,1,0,1
8462,2,1,45,0,5,1,2,1,4,10,1,2,1,0,3,0
8463,4,0,16,0,0,4,0,1,7,1,2,1,0,6,1,1
8464,2,0,2,0,2,0,1,0,0,2,0,0,0,2,0,1
8465,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8466,11,0,4,0,1,8,0,0,0,5,0,2,4,10,0,0
8467,2,1,0,1,0,0,2,0,2,0,0,0,0,44,3,0
8468,1,0,2,2,4,50,0,0,1,0,0,0,0,2,1,1
8469,32,2,37,2,22,38,15,2,0,2,0,6,2,2,22,0
8470,5,15,3,1,5,3,3,2,2,7,2,2,0,2,2,1
8471,0,0,1,3,0,1,0,0,6,2,0,0,1,0,1,1
8472,2,1,23,0,2,45,0,0,0,3,0,1,2,2,2,0
8473,1,0,7,2,4,0,0,0,0,5,24,0,0,8,0,1
8474,0,1,7,1,5,0,0,0,1,1,3,0,0,11,7,1
8475,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8476,7,0,4,0,0,0,0,0,12,3,0,3,0,23,0,1
8477,0,0,10,0,1,0,1,0,1,2,0,2,0,4,0,1
8478,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
8479,2,0,0,0,0,1,0,0,2,4,3,0,3,1,1,0
8480,8,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1
8481,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
8482,2,1,15,0,1,3,0,0,1,11,0,0,0,7,2,0
8483,0,3,0,2,0,0,0,0,0,6,0,0,0,1,0,1
8484,1,1,0,0,0,2,0,3,2,4,0,5,0,2,14,0
8485,1,10,6,1,0,6,0,0,1,1,0,0,0,3,2,0
8486,32,27,44,1,1,15,2,1,7,10,3,7,36,36,0,0
8487,2,0,14,2,1,2,0,3,2,5,0,0,1,2,0,1
8488,1,3,0,0,0,0,0,5,0,3,2,0,1,11,0,0
8489,3,3,1,1,1,1,2,5,3,2,1,0,0,10,0,1
8490,0,0,23,3,1,4,0,2,0,0,0,0,1,0,1,0
8491,6,3,2,1,4,3,2,2,0,6,16,2,3,4,0,0
8492,2,0,11,1,0,1,0,0,0,0,0,0,0,2,2,0
8493,0,7,1,0,0,2,0,5,4,7,1,0,0,1,2,0
8494,1,15,7,3,0,10,0,4,3,3,2,21,29,49,55,0
8495,0,0,24,0,1,0,2,0,1,0,2,0,0,0,0,1
8496,2,5,0,0,0,10,0,2,0,4,2,30,1,4,4,0
8497,1,15,9,0,0,1,0,1,0,8,0,0,0,16,1,0
8498,2,0,1,1,0,1,4,0,1,18,0,1,1,11,0,0
8499,0,0,2,0,7,54,0,0,0,2,0,0,2,13,2,0
8500,10,22,1,0,0,2,4,3,2,4,0,2,0,19,2,1
8501,0,2,8,5,3,2,0,0,1,4,1,1,1,3,1,0
8502,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1,1
8503,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0
8504,1,1,0,0,0,0,0,0,0,2,1,0,2,3,3,1
8505,6,0,0,0,2,0,0,4,0,1,0,0,0,0,2,0
8506,48,1,15,1,0,26,1,9,2,11,28,8,0,18,0,0
8507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8508,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8509,0,0,0,1,0,2,0,0,0,0,0,3,0,2,2,1
8510,1,1,0,0,1,0,0,0,0,0,0,1,0,2,0,0
8511,1,1,41,1,0,1,0,0,1,4,0,0,0,0,2,1
8512,4,0,4,0,1,4,0,1,22,4,0,0,0,0,1,0
8513,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,1
8514,0,2,4,8,0,0,0,5,0,0,0,1,1,22,1,0
8515,1,2,7,0,5,1,0,1,1,3,7,0,1,4,2,0
8516,1,0,1,1,0,0,0,1,0,0,13,0,0,3,0,1
8517,1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,1
8518,2,4,7,0,0,3,1,0,10,2,7,1,3,2,1,0
8519,2,1,9,0,0,0,0,1,4,1,0,1,1,7,1,0
8520,2,0,58,0,0,6,4,2,0,2,0,1,0,1,2,1
8521,5,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1
8522,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1
8523,0,0,2,7,0,13,0,0,0,2,0,1,0,7,1,1
8524,1,0,0,4,1,0,0,0,1,0,2,0,0,1,0,0
8525,1,0,6,0,0,1,0,1,0,0,0,0,1,2,1,0
8526,3,0,0,0,3,0,0,2,1,0,3,0,0,0,0,1
8527,3,4,7,1,0,4,2,0,0,3,0,0,1,0,1,1
8528,1,17,10,2,0,5,0,2,0,9,0,0,19,26,0,1
8529,1,0,2,0,0,2,0,0,1,0,0,0,0,7,1,0
8530,0,0,7,0,4,0,0,0,1,0,0,0,0,0,1,1
8531,6,1,0,1,3,0,0,0,4,5,6,0,1,0,5,0
8532,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
8533,4,0,0,0,2,11,0,0,0,9,0,1,0,1,2,1
8534,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1
8535,3,0,7,0,0,5,0,1,4,10,0,2,1,0,0,0
8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8537,2,2,7,0,0,0,1,0,4,0,3,0,0,3,0,1
8538,1,4,2,4,1,0,0,0,0,0,1,0,0,59,0,0
8539,3,0,8,0,0,0,0,1,3,1,0,0,3,5,1,0
8540,4,2,1,0,0,0,0,1,0,2,2,2,0,3,1,1
8541,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0
8542,5,8,3,0,4,0,0,3,2,0,0,0,1,3,0,0
8543,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,1
8544,3,2,4,0,2,0,1,0,0,2,0,0,0,18,1,1
8545,0,1,0,1,1,4,11,0,0,2,2,0,0,0,1,0
8546,2,6,24,2,1,8,1,0,1,3,0,1,4,8,4,1
8547,1,0,13,2,0,0,0,2,0,0,0,0,0,0,0,0
8548,0,0,3,0,0,0,0,0,0,0,1,0,0,6,0,1
8549,21,0,2,0,3,0,0,3,2,4,4,5,0,1,0,0
8550,4,0,2,1,0,1,7,1,0,0,0,0,0,1,0,0
8551,0,2,14,3,0,0,1,0,3,0,0,1,1,0,0,1
8552,2,0,2,1,0,0,1,0,0,2,0,1,1,8,13,0
8553,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1
8554,0,4,13,1,2,4,0,0,2,2,0,0,0,3,0,1
8555,2,0,4,0,0,1,0,0,0,4,0,1,0,4,1,0
8556,0,0,2,0,1,0,0,0,1,0,0,0,0,2,2,0
8557,3,6,13,1,2,4,0,0,10,1,2,0,1,8,0,0
8558,6,1,13,0,1,1,0,2,1,0,0,0,2,17,2,0
8559,6,0,37,1,0,5,1,1,9,2,0,1,0,4,1,1
8560,0,1,26,2,9,1,1,5,3,0,1,0,0,13,2,0
8561,28,1,18,1,4,0,4,0,0,8,0,0,3,0,0,1
8562,4,1,2,0,4,1,0,0,0,1,4,0,1,4,3,0
8563,1,0,3,0,5,0,0,0,0,7,0,0,0,0,0,1
8564,3,0,0,5,0,2,2,0,5,3,0,1,0,38,0,0
8565,0,0,0,0,0,0,0,0,0,1,2,0,6,1,1,1
8566,2,2,0,0,0,2,0,0,4,0,0,0,0,1,0,1
8567,8,2,14,5,0,0,1,2,1,1,0,0,1,4,0,1
8568,0,1,2,1,2,5,0,0,0,4,0,0,0,0,0,1
8569,0,5,4,0,2,28,3,1,0,2,0,0,3,50,1,0
8570,2,0,11,1,1,0,0,1,0,0,1,0,0,2,0,0
8571,0,0,2,0,0,1,0,0,0,3,0,0,0,2,0,1
8572,5,3,1,0,0,13,14,0,0,5,0,2,2,2,1,0
8573,1,0,8,0,0,0,0,0,1,0,0,0,0,2,0,0
8574,4,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0
8575,0,0,6,0,0,0,0,4,0,2,1,0,0,0,1,0
8576,6,3,1,1,27,0,0,4,0,1,2,0,0,7,0,0
8577,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
8578,7,1,89,0,0,1,0,0,0,0,0,0,0,6,0,1
8579,1,6,5,3,0,4,0,0,0,0,0,0,2,6,0,1
8580,8,0,11,2,2,0,1,0,0,1,0,1,1,2,2,1
8581,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0
8582,3,5,1,0,0,4,0,1,1,0,0,0,0,1,4,1
8583,1,0,7,1,1,2,0,0,0,2,3,0,1,0,0,1
8584,1,0,4,0,4,0,0,0,1,1,1,0,2,1,0,0
8585,7,0,0,0,2,0,0,0,0,5,3,0,0,1,5,0
8586,0,0,7,3,0,6,0,2,3,4,1,0,0,4,1,0
8587,1,0,3,1,1,1,3,1,1,0,0,0,2,11,2,1
8588,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1
8589,0,0,7,2,0,1,0,0,2,0,0,1,0,1,0,0
8590,3,0,0,2,0,1,0,2,2,0,4,1,0,1,0,1
8591,0,3,7,1,2,0,0,0,0,2,0,0,0,14,1,0
8592,0,0,1,0,0,5,0,0,18,2,40,0,0,28,0,0
8593,4,2,0,0,1,0,1,2,1,1,0,0,0,0,0,0
8594,0,0,6,1,0,0,0,0,1,4,0,0,0,2,3,1
8595,2,1,6,0,14,7,1,0,20,3,0,19,1,3,9,0
8596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8597,0,9,82,1,1,0,0,0,0,1,8,0,0,2,3,0
8598,5,0,16,2,0,0,0,1,0,0,0,0,2,3,0,0
8599,0,1,3,0,0,1,3,1,7,0,0,0,3,4,0,1
8600,1,0,1,1,0,0,3,1,0,2,3,7,0,0,1,1
8601,3,0,0,2,0,1,4,0,0,22,3,2,0,53,2,1
8602,0,0,6,0,0,0,0,0,0,1,0,1,0,2,0,1
8603,0,4,19,1,0,1,0,0,0,4,0,0,0,109,17,0
8604,2,4,5,1,2,1,0,0,0,0,4,0,0,2,5,0
8605,2,0,0,0,2,0,0,0,3,5,0,0,0,0,1,1
8606,2,0,23,1,1,1,0,0,1,1,4,0,0,6,7,0
8607,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0
8608,0,6,2,0,0,0,1,0,0,3,3,0,22,15,0,1
8609,3,1,15,1,0,0,0,2,3,1,0,3,2,0,1,0
8610,0,8,13,0,4,0,0,0,3,4,3,0,2,35,2,1
8611,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
8612,7,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1
8613,3,1,3,0,3,0,0,0,0,0,0,1,0,2,0,0
8614,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
8615,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8616,0,2,11,0,1,2,0,1,0,1,0,0,0,6,0,1
8617,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8618,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1
8619,5,1,1,3,2,2,1,0,1,0,3,3,4,0,0,1
8620,0,0,0,0,0,0,0,0,4,0,0,0,0,6,3,1
8621,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1
8622,3,1,40,1,0,2,2,2,2,7,0,1,2,38,1,0
8623,4,3,4,2,0,5,0,5,2,1,0,0,0,11,0,0
8624,3,0,1,0,0,0,0,0,1,0,0,0,1,18,2,0
8625,2,8,0,1,7,7,0,0,1,2,0,1,0,0,1,0
8626,1,6,5,0,0,1,6,1,0,2,3,0,2,0,1,0
8627,0,7,6,0,2,4,0,0,3,0,0,0,1,12,0,1
8628,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8629,1,0,29,0,0,0,0,0,0,1,0,0,0,0,2,0
8630,3,6,21,7,0,4,0,5,1,0,7,0,1,38,0,0
